Prefix,Country,"Network name",Interval
1268780,"Antigua & Barbuda",Mobile,1/1
1268781,"Antigua & Barbuda",Mobile,1/1
1268782,"Antigua & Barbuda",Mobile,1/1
1268783,"Antigua & Barbuda",Mobile,1/1
1268784,"Antigua & Barbuda",Mobile,1/1
1268785,"Antigua & Barbuda",Mobile,1/1
1268786,"Antigua & Barbuda",Mobile,1/1
1268788,"Antigua & Barbuda",Mobile,1/1
1268789,"Antigua & Barbuda",Mobile,1/1
1268,"Antigua & Barbuda",Other,1/1
5411,Argentina,"Buenos Aires",1/1
54221,Argentina,Central,1/1
54223,Argentina,Central,1/1
54230,Argentina,Central,1/1
54236,Argentina,Central,1/1
54237,Argentina,Central,1/1
54249,Argentina,Central,1/1
54261,Argentina,Central,1/1
54264,Argentina,Central,1/1
54291,Argentina,Central,1/1
54299,Argentina,Central,1/1
54332,Argentina,Central,1/1
54336,Argentina,Central,1/1
54341,Argentina,Central,1/1
54342,Argentina,Central,1/1
54343,Argentina,Central,1/1
543462,Argentina,Central,1/1
543464,Argentina,Central,1/1
543476,Argentina,Central,1/1
54348,Argentina,Central,1/1
54351,Argentina,Central,1/1
54353,Argentina,Central,1/1
543541,Argentina,Central,1/1
543543,Argentina,Central,1/1
543571,Argentina,Central,1/1
54358,Argentina,Central,1/1
54362,Argentina,Central,1/1
543784,Argentina,Central,1/1
54379,Argentina,Central,1/1
549,Argentina,Mobile,1/1
54,Argentina,Other,1/1
37443,Armenia,"Armentel Mobile",1/1
37491,Armenia,"Armentel Mobile",1/1
37496,Armenia,"Armentel Mobile",1/1
37499,Armenia,"Armentel Mobile",1/1
37447,Armenia,Karabakh,1/1
37497,Armenia,"Karabakh Mobile",1/1
37460,Armenia,"Non Geographical",1/1
37441,Armenia,"Orange Mobile",1/1
37455,Armenia,"Orange Mobile",1/1
37495,Armenia,"Orange Mobile",1/1
374,Armenia,Other,1/1
37449,Armenia,"Viva Cell Mobile",1/1
37477,Armenia,"Viva Cell Mobile",1/1
37493,Armenia,"Viva Cell Mobile",1/1
37494,Armenia,"Viva Cell Mobile",1/1
37498,Armenia,"Viva Cell Mobile",1/1
37410,Armenia,Yerevan,1/1
29763,Aruba,"Digicel Mobile",1/1
29764,Aruba,"Digicel Mobile",1/1
29773,Aruba,"Digicel Mobile",1/1
29774,Aruba,"Digicel Mobile",1/1
29756,Aruba,Mobile,1/1
29759,Aruba,Mobile,1/1
297600,Aruba,Mobile,1/1
297622,Aruba,Mobile,1/1
29766,Aruba,Mobile,1/1
29769,Aruba,Mobile,1/1
29799,Aruba,Mobile,1/1
297,Aruba,Other,1/1
247,"Ascension Island","All Country",1/1
672,"Australia Territories","All Country",1/1
61261,Australia,"Metro Cities",1/1
61262,Australia,"Metro Cities",1/1
6127,Australia,"Metro Cities",1/1
6128,Australia,"Metro Cities",1/1
6129,Australia,"Metro Cities",1/1
6138,Australia,"Metro Cities",1/1
6139,Australia,"Metro Cities",1/1
6172,Australia,"Metro Cities",1/1
6173,Australia,"Metro Cities",1/1
61861,Australia,"Metro Cities",1/1
61862,Australia,"Metro Cities",1/1
61863,Australia,"Metro Cities",1/1
61864,Australia,"Metro Cities",1/1
61865,Australia,"Metro Cities",1/1
61870,Australia,"Metro Cities",1/1
61871,Australia,"Metro Cities",1/1
61872,Australia,"Metro Cities",1/1
61873,Australia,"Metro Cities",1/1
61874,Australia,"Metro Cities",1/1
61881,Australia,"Metro Cities",1/1
61882,Australia,"Metro Cities",1/1
61883,Australia,"Metro Cities",1/1
61884,Australia,"Metro Cities",1/1
61892,Australia,"Metro Cities",1/1
61893,Australia,"Metro Cities",1/1
61894,Australia,"Metro Cities",1/1
6114,Australia,Mobile,1/1
6116,Australia,Mobile,1/1
614,Australia,Mobile,1/1
6114515,Australia,"Optus Mobile",1/1
6114518,Australia,"Optus Mobile",1/1
6114525,Australia,"Optus Mobile",1/1
6114528,Australia,"Optus Mobile",1/1
6114535,Australia,"Optus Mobile",1/1
6114538,Australia,"Optus Mobile",1/1
61401,Australia,"Optus Mobile",1/1
61402,Australia,"Optus Mobile",1/1
61403,Australia,"Optus Mobile",1/1
61411,Australia,"Optus Mobile",1/1
61412,Australia,"Optus Mobile",1/1
61413,Australia,"Optus Mobile",1/1
61421,Australia,"Optus Mobile",1/1
61422,Australia,"Optus Mobile",1/1
61423,Australia,"Optus Mobile",1/1
61431,Australia,"Optus Mobile",1/1
61432,Australia,"Optus Mobile",1/1
61434,Australia,"Optus Mobile",1/1
61435,Australia,"Optus Mobile",1/1
61466,Australia,"Optus Mobile",1/1
614683,Australia,"Optus Mobile",1/1
614684,Australia,"Optus Mobile",1/1
614685,Australia,"Optus Mobile",1/1
614686,Australia,"Optus Mobile",1/1
614687,Australia,"Optus Mobile",1/1
614688,Australia,"Optus Mobile",1/1
614689,Australia,"Optus Mobile",1/1
61478,Australia,"Optus Mobile",1/1
614790,Australia,"Optus Mobile",1/1
614791,Australia,"Optus Mobile",1/1
61481,Australia,"Optus Mobile",1/1
61482,Australia,"Optus Mobile",1/1
61,Australia,Other,1/1
6113,Australia,"Special Services",1/1
6118,Australia,"Special Services",1/1
61400,Australia,"Telstra Mobile",1/1
61407,Australia,"Telstra Mobile",1/1
61408,Australia,"Telstra Mobile",1/1
61409,Australia,"Telstra Mobile",1/1
61417,Australia,"Telstra Mobile",1/1
61418,Australia,"Telstra Mobile",1/1
61419,Australia,"Telstra Mobile",1/1
61427,Australia,"Telstra Mobile",1/1
61428,Australia,"Telstra Mobile",1/1
61429,Australia,"Telstra Mobile",1/1
61437,Australia,"Telstra Mobile",1/1
61438,Australia,"Telstra Mobile",1/1
61439,Australia,"Telstra Mobile",1/1
614444,Australia,"Telstra Mobile",1/1
61447,Australia,"Telstra Mobile",1/1
61448,Australia,"Telstra Mobile",1/1
61455,Australia,"Telstra Mobile",1/1
61456,Australia,"Telstra Mobile",1/1
61457,Australia,"Telstra Mobile",1/1
61458,Australia,"Telstra Mobile",1/1
61459,Australia,"Telstra Mobile",1/1
61467,Australia,"Telstra Mobile",1/1
61473,Australia,"Telstra Mobile",1/1
61474,Australia,"Telstra Mobile",1/1
61475,Australia,"Telstra Mobile",1/1
61476,Australia,"Telstra Mobile",1/1
61477,Australia,"Telstra Mobile",1/1
61484,Australia,"Telstra Mobile",1/1
61487,Australia,"Telstra Mobile",1/1
614880,Australia,"Telstra Mobile",1/1
614881,Australia,"Telstra Mobile",1/1
614882,Australia,"Telstra Mobile",1/1
614883,Australia,"Telstra Mobile",1/1
614884,Australia,"Telstra Mobile",1/1
614885,Australia,"Telstra Mobile",1/1
614886,Australia,"Telstra Mobile",1/1
614887,Australia,"Telstra Mobile",1/1
614889,Australia,"Telstra Mobile",1/1
61490,Australia,"Telstra Mobile",1/1
614910,Australia,"Telstra Mobile",1/1
614911,Australia,"Telstra Mobile",1/1
614912,Australia,"Telstra Mobile",1/1
614913,Australia,"Telstra Mobile",1/1
614914,Australia,"Telstra Mobile",1/1
61497,Australia,"Telstra Mobile",1/1
61498,Australia,"Telstra Mobile",1/1
61499,Australia,"Telstra Mobile",1/1
61404,Australia,"Vodafone Mobile",1/1
61405,Australia,"Vodafone Mobile",1/1
61406,Australia,"Vodafone Mobile",1/1
61410,Australia,"Vodafone Mobile",1/1
61414,Australia,"Vodafone Mobile",1/1
61415,Australia,"Vodafone Mobile",1/1
61416,Australia,"Vodafone Mobile",1/1
61420,Australia,"Vodafone Mobile",1/1
61424,Australia,"Vodafone Mobile",1/1
61426,Australia,"Vodafone Mobile",1/1
61433,Australia,"Vodafone Mobile",1/1
61449,Australia,"Vodafone Mobile",1/1
61450,Australia,"Vodafone Mobile",1/1
61451,Australia,"Vodafone Mobile",1/1
61452,Australia,"Vodafone Mobile",1/1
43501,Austria,Corporate,1/1
43502,Austria,Corporate,1/1
43503,Austria,Corporate,1/1
43504,Austria,Corporate,1/1
43505,Austria,Corporate,1/1
43506,Austria,Corporate,1/1
43507,Austria,Corporate,1/1
43508,Austria,Corporate,1/1
43509,Austria,Corporate,1/1
43517,Austria,Corporate,1/1
4357,Austria,Corporate,1/1
4359,Austria,Corporate,1/1
43660,Austria,"H3g Mobile",1/1
4367833,Austria,"H3g Mobile",1/1
4367890,Austria,"H3g Mobile",1/1
4367891,Austria,"H3g Mobile",1/1
4368183,Austria,"H3g Mobile",1/1
43699,Austria,"H3g Mobile",1/1
4368864,Austria,"Lycatel Mobile",1/1
43661,Austria,Mobile,1/1
43665,Austria,Mobile,1/1
43667,Austria,Mobile,1/1
43670,Austria,Mobile,1/1
43678,Austria,Mobile,1/1
4368860,Austria,Mobile,1/1
4368861,Austria,Mobile,1/1
4368877,Austria,Mobile,1/1
436889,Austria,Mobile,1/1
43690,Austria,Mobile,1/1
43664,Austria,"Mobilkom Mobile",1/1
43680,Austria,"Mobilkom Mobile",1/1
43681,Austria,"Mobilkom Mobile",1/1
43688,Austria,"Mobilkom Mobile",1/1
4369981,Austria,"Mobilkom Mobile",1/1
4369982,Austria,"Mobilkom Mobile",1/1
4369988,Austria,"Mobilkom Mobile",1/1
4369989,Austria,"Mobilkom Mobile",1/1
43,Austria,Other,1/1
43711,Austria,"Special Services",1/1
43730,Austria,"Special Services",1/1
43740,Austria,"Special Services",1/1
43810,Austria,"Special Services",1/1
43820,Austria,"Special Services",1/1
43650,Austria,"T-Mobile Mobile",1/1
43676,Austria,"T-Mobile Mobile",1/1
431,Austria,Vienna,1/1
99455,Azerbaijan,"Bakcell Mobile",1/1
99412,Azerbaijan,Baku,1/1
99440,Azerbaijan,"Catel Mobile",1/1
99444,Azerbaijan,Mobile,1/1
99450,Azerbaijan,Mobile,1/1
99451,Azerbaijan,Mobile,1/1
99460,Azerbaijan,Mobile,1/1
99470,Azerbaijan,Mobile,1/1
99477,Azerbaijan,Mobile,1/1
994,Azerbaijan,Other,1/1
1242357,Bahamas,Mobile,1/1
1242359,Bahamas,Mobile,1/1
1242375,Bahamas,Mobile,1/1
1242376,Bahamas,Mobile,1/1
1242395,Bahamas,Mobile,1/1
1242421,Bahamas,Mobile,1/1
1242422,Bahamas,Mobile,1/1
1242423,Bahamas,Mobile,1/1
1242424,Bahamas,Mobile,1/1
1242425,Bahamas,Mobile,1/1
1242426,Bahamas,Mobile,1/1
1242427,Bahamas,Mobile,1/1
1242428,Bahamas,Mobile,1/1
1242429,Bahamas,Mobile,1/1
1242431,Bahamas,Mobile,1/1
1242432,Bahamas,Mobile,1/1
1242433,Bahamas,Mobile,1/1
1242434,Bahamas,Mobile,1/1
1242435,Bahamas,Mobile,1/1
1242436,Bahamas,Mobile,1/1
1242437,Bahamas,Mobile,1/1
1242438,Bahamas,Mobile,1/1
1242439,Bahamas,Mobile,1/1
1242441,Bahamas,Mobile,1/1
1242442,Bahamas,Mobile,1/1
1242443,Bahamas,Mobile,1/1
1242445,Bahamas,Mobile,1/1
1242446,Bahamas,Mobile,1/1
1242447,Bahamas,Mobile,1/1
1242448,Bahamas,Mobile,1/1
1242449,Bahamas,Mobile,1/1
1242451,Bahamas,Mobile,1/1
1242452,Bahamas,Mobile,1/1
1242453,Bahamas,Mobile,1/1
1242454,Bahamas,Mobile,1/1
1242455,Bahamas,Mobile,1/1
1242456,Bahamas,Mobile,1/1
1242457,Bahamas,Mobile,1/1
1242458,Bahamas,Mobile,1/1
1242462,Bahamas,Mobile,1/1
1242463,Bahamas,Mobile,1/1
1242464,Bahamas,Mobile,1/1
1242465,Bahamas,Mobile,1/1
1242466,Bahamas,Mobile,1/1
1242467,Bahamas,Mobile,1/1
1242468,Bahamas,Mobile,1/1
124247,Bahamas,Mobile,1/1
1242481,Bahamas,Mobile,1/1
1242524,Bahamas,Mobile,1/1
1242525,Bahamas,Mobile,1/1
1242533,Bahamas,Mobile,1/1
1242535,Bahamas,Mobile,1/1
1242544,Bahamas,Mobile,1/1
1242551,Bahamas,Mobile,1/1
1242552,Bahamas,Mobile,1/1
1242553,Bahamas,Mobile,1/1
1242554,Bahamas,Mobile,1/1
1242556,Bahamas,Mobile,1/1
1242557,Bahamas,Mobile,1/1
1242558,Bahamas,Mobile,1/1
1242559,Bahamas,Mobile,1/1
1242565,Bahamas,Mobile,1/1
1242577,Bahamas,Mobile,1/1
1242636,Bahamas,Mobile,1/1
1242646,Bahamas,Mobile,1/1
1242727,Bahamas,Mobile,1/1
1242,Bahamas,Other,1/1
97377,Bahrain,"Mena Telecom Wimax",1/1
97331,Bahrain,Mobile,1/1
97332,Bahrain,Mobile,1/1
973380,Bahrain,Mobile,1/1
973381,Bahrain,Mobile,1/1
973382,Bahrain,Mobile,1/1
973383,Bahrain,Mobile,1/1
973384,Bahrain,Mobile,1/1
973387,Bahrain,Mobile,1/1
973388,Bahrain,Mobile,1/1
973389,Bahrain,Mobile,1/1
97339,Bahrain,Mobile,1/1
9736670,Bahrain,Mobile,1/1
9736671,Bahrain,Mobile,1/1
9736672,Bahrain,Mobile,1/1
9736673,Bahrain,Mobile,1/1
9736674,Bahrain,Mobile,1/1
9736675,Bahrain,Mobile,1/1
9736676,Bahrain,Mobile,1/1
97336,Bahrain,"Mtc Mobile",1/1
97337,Bahrain,"Mtc Mobile",1/1
973663,Bahrain,"Mtc Mobile",1/1
973666,Bahrain,"Mtc Mobile",1/1
973669,Bahrain,"Mtc Mobile",1/1
973,Bahrain,Other,1/1
97333,Bahrain,"Viva Mobile",1/1
973340,Bahrain,"Viva Mobile",1/1
973341,Bahrain,"Viva Mobile",1/1
973342,Bahrain,"Viva Mobile",1/1
973343,Bahrain,"Viva Mobile",1/1
973344,Bahrain,"Viva Mobile",1/1
973345,Bahrain,"Viva Mobile",1/1
97335,Bahrain,"Viva Mobile",1/1
9736300,Bahrain,"Viva Mobile",1/1
9736333,Bahrain,"Viva Mobile",1/1
9736361,Bahrain,"Viva Mobile",1/1
9736366,Bahrain,"Viva Mobile",1/1
88011,Bangladesh,Mobile,1/1
88015,Bangladesh,Mobile,1/1
88016,Bangladesh,Mobile,1/1
88017,Bangladesh,Mobile,1/1
88018,Bangladesh,Mobile,1/1
88019,Bangladesh,Mobile,1/1
880,Bangladesh,Other,1/1
1246256,Barbados,"Digicel Mobile",1/1
1246257,Barbados,"Digicel Mobile",1/1
1246258,Barbados,"Digicel Mobile",1/1
1246259,Barbados,"Digicel Mobile",1/1
124626,Barbados,"Digicel Mobile",1/1
124682,Barbados,"Digicel Mobile",1/1
124683,Barbados,"Digicel Mobile",1/1
124684,Barbados,"Digicel Mobile",1/1
124685,Barbados,"Digicel Mobile",1/1
124623,Barbados,Mobile,1/1
124624,Barbados,Mobile,1/1
1246250,Barbados,Mobile,1/1
1246251,Barbados,Mobile,1/1
1246252,Barbados,Mobile,1/1
1246253,Barbados,Mobile,1/1
1246254,Barbados,Mobile,1/1
1246255,Barbados,Mobile,1/1
1246,Barbados,Other,1/1
37517,Belarus,Minsk,1/1
375255,Belarus,Mobile,1/1
375256,Belarus,Mobile,1/1
375257,Belarus,Mobile,1/1
375259,Belarus,Mobile,1/1
37529,Belarus,Mobile,1/1
37544,Belarus,Mobile,1/1
375292,Belarus,"Mts Mobile",1/1
375295,Belarus,"Mts Mobile",1/1
375297,Belarus,"Mts Mobile",1/1
375298,Belarus,"Mts Mobile",1/1
37533,Belarus,"Mts Mobile",1/1
375,Belarus,Other,1/1
375602,Belarus,Telematic,1/1
32483,Belgium,"Base Mobile",1/1
32484,Belgium,"Base Mobile",1/1
32485,Belgium,"Base Mobile",1/1
32486,Belgium,"Base Mobile",1/1
32487,Belgium,"Base Mobile",1/1
32488,Belgium,"Base Mobile",1/1
32489,Belgium,"Base Mobile",1/1
32770002,Belgium,"Base Mobile",1/1
324659,Belgium,"Lycatel Mobile",1/1
324660,Belgium,"Lycatel Mobile",1/1
324661,Belgium,"Lycatel Mobile",1/1
324662,Belgium,"Lycatel Mobile",1/1
324663,Belgium,"Lycatel Mobile",1/1
324664,Belgium,"Lycatel Mobile",1/1
324651,Belgium,Mobile,1/1
324652,Belgium,Mobile,1/1
324653,Belgium,Mobile,1/1
324654,Belgium,Mobile,1/1
324655,Belgium,Mobile,1/1
324656,Belgium,Mobile,1/1
324657,Belgium,Mobile,1/1
324658,Belgium,Mobile,1/1
324665,Belgium,Mobile,1/1
324666,Belgium,Mobile,1/1
324667,Belgium,Mobile,1/1
324669,Belgium,Mobile,1/1
324671,Belgium,Mobile,1/1
324672,Belgium,Mobile,1/1
324689,Belgium,Mobile,1/1
324698,Belgium,Mobile,1/1
3277,Belgium,Mobile,1/1
3249,Belgium,"Mobistar Mobile",1/1
32770005,Belgium,"Mobistar Mobile",1/1
32,Belgium,Other,1/1
32460,Belgium,"Proximus Mobile",1/1
3247,Belgium,"Proximus Mobile",1/1
32770001,Belgium,"Proximus Mobile",1/1
3270,Belgium,Special,1/1
324681,Belgium,"Telenet Mobile",1/1
324682,Belgium,"Telenet Mobile",1/1
324683,Belgium,"Telenet Mobile",1/1
324684,Belgium,"Telenet Mobile",1/1
32463,Belgium,"Tismi Mobile",1/1
324687,Belgium,"Tismi Mobile",1/1
5016,Belize,Mobile,1/1
501,Belize,Other,1/1
22992,Benin,"Bell Benin Mobile",1/1
22993,Benin,"Bell Benin Mobile",1/1
22968,Benin,"Globacom Mobile",1/1
22998,Benin,"Globacom Mobile",1/1
22999,Benin,"Globacom Mobile",1/1
22990,Benin,"Libercom Mobile",1/1
22963,Benin,"Moov Mobile",1/1
22964,Benin,"Moov Mobile",1/1
22965,Benin,"Moov Mobile",1/1
22994,Benin,"Moov Mobile",1/1
22995,Benin,"Moov Mobile",1/1
22961,Benin,"Mtn Mobile",1/1
22962,Benin,"Mtn Mobile",1/1
22966,Benin,"Mtn Mobile",1/1
22967,Benin,"Mtn Mobile",1/1
22996,Benin,"Mtn Mobile",1/1
22997,Benin,"Mtn Mobile",1/1
229,Benin,Other,1/1
14413,Bermuda,Mobile,1/1
144150,Bermuda,Mobile,1/1
144151,Bermuda,Mobile,1/1
144152,Bermuda,Mobile,1/1
144153,Bermuda,Mobile,1/1
144155,Bermuda,Mobile,1/1
144159,Bermuda,Mobile,1/1
14417,Bermuda,Mobile,1/1
1441,Bermuda,Other,1/1
97516,Bhutan,Mobile,1/1
97517,Bhutan,Mobile,1/1
97577,Bhutan,Mobile,1/1
975,Bhutan,Other,1/1
5914400,Bolivia,Cochabamba,1/1
5914401,Bolivia,Cochabamba,1/1
5914402,Bolivia,Cochabamba,1/1
5914403,Bolivia,Cochabamba,1/1
5914404,Bolivia,Cochabamba,1/1
5914405,Bolivia,Cochabamba,1/1
5914406,Bolivia,Cochabamba,1/1
591441,Bolivia,Cochabamba,1/1
591442,Bolivia,Cochabamba,1/1
591443,Bolivia,Cochabamba,1/1
591444,Bolivia,Cochabamba,1/1
591445,Bolivia,Cochabamba,1/1
591446,Bolivia,Cochabamba,1/1
591447,Bolivia,Cochabamba,1/1
591448,Bolivia,Cochabamba,1/1
591449,Bolivia,Cochabamba,1/1
59167,Bolivia,"Entel Mobile",1/1
59168,Bolivia,"Entel Mobile",1/1
59171,Bolivia,"Entel Mobile",1/1
59172,Bolivia,"Entel Mobile",1/1
59173,Bolivia,"Entel Mobile",1/1
59174,Bolivia,"Entel Mobile",1/1
5912500,Bolivia,"Equal Access",1/1
5912510,Bolivia,"Equal Access",1/1
5912511,Bolivia,"Equal Access",1/1
5912512,Bolivia,"Equal Access",1/1
59125131,Bolivia,"Equal Access",1/1
5912514,Bolivia,"Equal Access",1/1
59125176,Bolivia,"Equal Access",1/1
59125177,Bolivia,"Equal Access",1/1
59125188,Bolivia,"Equal Access",1/1
59125189,Bolivia,"Equal Access",1/1
59125190,Bolivia,"Equal Access",1/1
59125191,Bolivia,"Equal Access",1/1
591251990,Bolivia,"Equal Access",1/1
591251991,Bolivia,"Equal Access",1/1
591251992,Bolivia,"Equal Access",1/1
591251993,Bolivia,"Equal Access",1/1
591251994,Bolivia,"Equal Access",1/1
5912520,Bolivia,"Equal Access",1/1
5912521,Bolivia,"Equal Access",1/1
5912522,Bolivia,"Equal Access",1/1
5912523,Bolivia,"Equal Access",1/1
5912524,Bolivia,"Equal Access",1/1
5912525,Bolivia,"Equal Access",1/1
5912526,Bolivia,"Equal Access",1/1
5912527,Bolivia,"Equal Access",1/1
5912528,Bolivia,"Equal Access",1/1
59125291,Bolivia,"Equal Access",1/1
59125292,Bolivia,"Equal Access",1/1
59125293,Bolivia,"Equal Access",1/1
59125294,Bolivia,"Equal Access",1/1
59125295,Bolivia,"Equal Access",1/1
59125296,Bolivia,"Equal Access",1/1
59125297,Bolivia,"Equal Access",1/1
59125298,Bolivia,"Equal Access",1/1
59125299,Bolivia,"Equal Access",1/1
59125300,Bolivia,"Equal Access",1/1
59125301,Bolivia,"Equal Access",1/1
59125303,Bolivia,"Equal Access",1/1
59125304,Bolivia,"Equal Access",1/1
59125305,Bolivia,"Equal Access",1/1
59125306,Bolivia,"Equal Access",1/1
59125307,Bolivia,"Equal Access",1/1
59125308,Bolivia,"Equal Access",1/1
59125309,Bolivia,"Equal Access",1/1
59125310,Bolivia,"Equal Access",1/1
59125311,Bolivia,"Equal Access",1/1
59125312,Bolivia,"Equal Access",1/1
59125313,Bolivia,"Equal Access",1/1
59125314,Bolivia,"Equal Access",1/1
5912600,Bolivia,"Equal Access",1/1
59126052,Bolivia,"Equal Access",1/1
59126053,Bolivia,"Equal Access",1/1
5912610,Bolivia,"Equal Access",1/1
5912612,Bolivia,"Equal Access",1/1
59126130,Bolivia,"Equal Access",1/1
59126131,Bolivia,"Equal Access",1/1
5912614,Bolivia,"Equal Access",1/1
59126178,Bolivia,"Equal Access",1/1
59126179,Bolivia,"Equal Access",1/1
5912618,Bolivia,"Equal Access",1/1
59126190,Bolivia,"Equal Access",1/1
59126191,Bolivia,"Equal Access",1/1
59126211,Bolivia,"Equal Access",1/1
59126212,Bolivia,"Equal Access",1/1
5912622,Bolivia,"Equal Access",1/1
5912623,Bolivia,"Equal Access",1/1
5912624,Bolivia,"Equal Access",1/1
5912625,Bolivia,"Equal Access",1/1
5912626,Bolivia,"Equal Access",1/1
5912627,Bolivia,"Equal Access",1/1
5912628,Bolivia,"Equal Access",1/1
59126310,Bolivia,"Equal Access",1/1
59126311,Bolivia,"Equal Access",1/1
59126312,Bolivia,"Equal Access",1/1
59126313,Bolivia,"Equal Access",1/1
59126314,Bolivia,"Equal Access",1/1
59134150,Bolivia,"Equal Access",1/1
59134151,Bolivia,"Equal Access",1/1
5913420,Bolivia,"Equal Access",1/1
5913421,Bolivia,"Equal Access",1/1
59134220,Bolivia,"Equal Access",1/1
59134221,Bolivia,"Equal Access",1/1
5913462,Bolivia,"Equal Access",1/1
5913463,Bolivia,"Equal Access",1/1
5913464,Bolivia,"Equal Access",1/1
5913465,Bolivia,"Equal Access",1/1
5913466,Bolivia,"Equal Access",1/1
5913467,Bolivia,"Equal Access5",1/1
59134710,Bolivia,"Equal Access",1/1
59134711,Bolivia,"Equal Access",1/1
59134712,Bolivia,"Equal Access",1/1
59134713,Bolivia,"Equal Access",1/1
59134714,Bolivia,"Equal Access",1/1
59138310,Bolivia,"Equal Access",1/1
59138311,Bolivia,"Equal Access",1/1
59138312,Bolivia,"Equal Access",1/1
59138313,Bolivia,"Equal Access",1/1
59138314,Bolivia,"Equal Access",1/1
5913842,Bolivia,"Equal Access",1/1
59138439,Bolivia,"Equal Access",1/1
5913844,Bolivia,"Equal Access",1/1
5913845,Bolivia,"Equal Access",1/1
5913846,Bolivia,"Equal Access",1/1
5913847,Bolivia,"Equal Access",1/1
5913850,Bolivia,"Equal Access",1/1
5914600,Bolivia,"Equal Access",1/1
5914610,Bolivia,"Equal Access",1/1
5914611,Bolivia,"Equal Access",1/1
5914612,Bolivia,"Equal Access",1/1
59146130,Bolivia,"Equal Access",1/1
59146131,Bolivia,"Equal Access",1/1
5914614,Bolivia,"Equal Access",1/1
5914618,Bolivia,"Equal Access",1/1
59146190,Bolivia,"Equal Access",1/1
59146191,Bolivia,"Equal Access",1/1
5914620,Bolivia,"Equal Access",1/1
5914621,Bolivia,"Equal Access",1/1
5914622,Bolivia,"Equal Access",1/1
5914624,Bolivia,"Equal Access",1/1
59146310,Bolivia,"Equal Access",1/1
59146311,Bolivia,"Equal Access",1/1
59146312,Bolivia,"Equal Access",1/1
59146313,Bolivia,"Equal Access",1/1
59146314,Bolivia,"Equal Access",1/1
5914641,Bolivia,"Equal Access",1/1
5914642,Bolivia,"Equal Access",1/1
5914643,Bolivia,"Equal Access",1/1
5914644,Bolivia,"Equal Access",1/1
5914645,Bolivia,"Equal Access",1/1
5914646,Bolivia,"Equal Access",1/1
5914648,Bolivia,"Equal Access",1/1
59146510,Bolivia,"Equal Access",1/1
59146511,Bolivia,"Equal Access",1/1
59146512,Bolivia,"Equal Access",1/1
59146513,Bolivia,"Equal Access",1/1
59146514,Bolivia,"Equal Access",1/1
5914661,Bolivia,"Equal Access",1/1
5914662,Bolivia,"Equal Access",1/1
5914663,Bolivia,"Equal Access",1/1
5914664,Bolivia,"Equal Access",1/1
5914665,Bolivia,"Equal Access",1/1
5914666,Bolivia,"Equal Access",1/1
5914667,Bolivia,"Equal Access",1/1
5914668,Bolivia,"Equal Access",1/1
5914676,Bolivia,"Equal Access",1/1
5914690,Bolivia,"Equal Access",1/1
5914691,Bolivia,"Equal Access",1/1
5914692,Bolivia,"Equal Access",1/1
59146930,Bolivia,"Equal Access",1/1
59146931,Bolivia,"Equal Access",1/1
5914694,Bolivia,"Equal Access",1/1
59146950,Bolivia,"Equal Access",1/1
59146951,Bolivia,"Equal Access",1/1
59122,Bolivia,"La Paz",1/1
59160,Bolivia,"Nuevatel Mobile",1/1
59161,Bolivia,"Nuevatel Mobile",1/1
59165,Bolivia,"Nuevatel Mobile",1/1
59170,Bolivia,"Nuevatel Mobile",1/1
59179,Bolivia,"Nuevatel Mobile",1/1
591,Bolivia,Other,1/1
59122133,Bolivia,Rural,1/1
59122134,Bolivia,Rural,1/1
59122135,Bolivia,Rural,1/1
59122136,Bolivia,Rural,1/1
59122137,Bolivia,Rural,1/1
59122138,Bolivia,Rural,1/1
59122139,Bolivia,Rural,1/1
59122566,Bolivia,Rural,1/1
59122567,Bolivia,Rural,1/1
59122568,Bolivia,Rural,1/1
59122569,Bolivia,Rural,1/1
59122570,Bolivia,Rural,1/1
59122598,Bolivia,Rural,1/1
59122599,Bolivia,Rural,1/1
59122755,Bolivia,Rural,1/1
59122756,Bolivia,Rural,1/1
59122757,Bolivia,Rural,1/1
59122758,Bolivia,Rural,1/1
59122759,Bolivia,Rural,1/1
59122875,Bolivia,Rural,1/1
59122876,Bolivia,Rural,1/1
59122877,Bolivia,Rural,1/1
59122878,Bolivia,Rural,1/1
59122879,Bolivia,Rural,1/1
59122895,Bolivia,Rural,1/1
59122896,Bolivia,Rural,1/1
59122897,Bolivia,Rural,1/1
59122898,Bolivia,Rural,1/1
59122899,Bolivia,Rural,1/1
5912820,Bolivia,Rural,1/1
5912821,Bolivia,Rural,1/1
59128232,Bolivia,Rural,1/1
59128233,Bolivia,Rural,1/1
59128234,Bolivia,Rural,1/1
5912824,Bolivia,Rural,1/1
59128257,Bolivia,Rural,1/1
59128350,Bolivia,Rural,1/1
5912839,Bolivia,Rural,1/1
5912862,Bolivia,Rural,1/1
59128702,Bolivia,Rural,1/1
59128710,Bolivia,Rural,1/1
59128711,Bolivia,Rural,1/1
59128712,Bolivia,Rural,1/1
59128713,Bolivia,Rural,1/1
59128714,Bolivia,Rural,1/1
59128720,Bolivia,Rural,1/1
59128721,Bolivia,Rural,1/1
59128731,Bolivia,Rural,1/1
59128740,Bolivia,Rural,1/1
5912875,Bolivia,Rural,1/1
5912878,Bolivia,Rural,1/1
5912879,Bolivia,Rural,1/1
